formula,counts,exact_mass,ion_mode,charge,source_compound_id,source_name,generation_type,path,broken_bonds,h_shift,adduct,neutral_losses,fragment_atom_indices,score
C2HO,"{'C': 2, 'O': 1, 'H': 1}",41.0027396518,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -2 | -H,1,-1,-H,,"[4, 5, 6, 14, 15, 16]",0.5499999999999999
C2HO2,"{'O': 2, 'C': 2, 'H': 1}",56.99765427137,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift -1 | -H | ; | break 1 bond(s) | H shift -2 | O | ; | break 2 bond(s) | H shift -1 | -H,1,-1,-H,,"[3, 4, 5, 6, 14, 15, 16]",0.5499999999999999
C4H10,"{'C': 4, 'H': 10}",58.0782503223,neutral,0,EVA,Ethylene-Vinyl Acetate,h_shift,break 1 bond(s) | H shift +1 | ; | break 2 bond(s) | H shift +1 | ; | break 2 bond(s) | H shift +1,1,1,,,"[0, 1, 2, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19]",0.5499999999999999
C4H10O,"{'C': 4, 'O': 1, 'H': 10}",74.07316494187,neutral,0,EVA,Ethylene-Vinyl Acetate,h_shift,break 1 bond(s) | H shift +1 | ; | break 2 bond(s) | H shift +1,1,1,,,"[0, 1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19]",0.5499999999999999
C4H11,"{'C': 4, 'H': 11}",59.086075354529996,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift +1 | H | ; | break 2 bond(s) | H shift +1 | H | ; | break 2 bond(s) | H shift +1 | H,1,1,H,,"[0, 1, 2, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19]",0.5499999999999999
C4H11O,"{'C': 4, 'O': 1, 'H': 11}",75.08098997409999,positive,1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift +1 | H | ; | break 2 bond(s) | H shift +1 | H,1,1,H,,"[0, 1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19]",0.5499999999999999
C4H5O2,"{'C': 4, 'O': 2, 'H': 5}",85.02895440029,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | -H,1,-1,-H,,"[2, 3, 4, 5, 6, 7, 13, 14, 15, 16, 17, 18, 19]",0.5499999999999999
C4H6O2,"{'C': 4, 'O': 2, 'H': 6}",86.03677943252,neutral,0,EVA,Ethylene-Vinyl Acetate,h_shift,break 1 bond(s) | H shift -1 | ; | break 2 bond(s) | H shift -1,1,-1,,,"[2, 3, 4, 5, 6, 7, 13, 14, 15, 16, 17, 18, 19]",0.5499999999999999
C4H7,"{'C': 4, 'H': 7}",55.05477522561,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -1 | -H,1,-1,-H,,"[0, 1, 2, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19]",0.5499999999999999
C4H7O,"{'C': 4, 'O': 1, 'H': 7}",71.04968984518,negative,-1,EVA,Ethylene-Vinyl Acetate,adduct,break 1 bond(s) | H shift -1 | -H | ; | break 2 bond(s) | H shift -2 | O | ; | break 2 bond(s) | H shift -2 | O,1,-1,-H,,"[0, 1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19]",0.5499999999999999
